latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
0.15301,110.40859,341.34,0.54,0.51,2025-08-23,630,N20,VIIRS,n,2,291.92,10.89,D,0.0
0.13649,110.30363,333.0,0.53,0.5,2025-08-23,630,N20,VIIRS,n,2,291.13,6.06,D,0.0
0.16778,110.3819,340.44,0.53,0.5,2025-08-23,630,N20,VIIRS,n,2,291.88,7.7,D,0.0
0.15107,110.40549,337.18,0.54,0.51,2025-08-23,630,N20,VIIRS,n,2,292.55,9.62,D,0.0
0.04102,110.07986,335.91,0.51,0.49,2025-08-23,630,N20,VIIRS,n,2,291.82,3.79,D,0.0
0.02271,110.92201,331.96,0.58,0.52,2025-08-23,630,N20,VIIRS,n,2,291.81,2.91,D,0.0
0.18952,110.16282,349.86,0.52,0.5,2025-08-23,630,N20,VIIRS,n,2,294.63,16.82,D,0.0
0.19983,110.19915,332.51,0.52,0.5,2025-08-23,630,N20,VIIRS,n,2,291.98,7.79,D,0.0
0.28519,110.51743,340.13,0.55,0.51,2025-08-23,630,N20,VIIRS,n,2,289.98,10.09,D,0.0
0.28206,110.43293,331.9,0.54,0.51,2025-08-23,630,N20,VIIRS,n,2,291.99,11.37,D,0.0
0.24689,110.19909,341.52,0.52,0.5,2025-08-23,630,N20,VIIRS,n,2,293.22,6.96,D,0.0
0.3135,110.60982,332.1,0.56,0.51,2025-08-23,630,N20,VIIRS,n,2,289.89,2.64,D,0.0
0.30969,110.58457,345.52,0.56,0.51,2025-08-23,630,N20,VIIRS,n,2,291.3,30.3,D,0.0
0.28673,110.43224,341.49,0.54,0.51,2025-08-23,630,N20,VIIRS,n,2,292.69,11.37,D,0.0
0.26428,110.28339,331.97,0.53,0.5,2025-08-23,630,N20,VIIRS,n,2,288.74,6.15,D,0.0
0.26357,110.27863,339.43,0.53,0.5,2025-08-23,630,N20,VIIRS,n,2,292.21,6.15,D,0.0
0.23804,110.10938,331.83,0.51,0.5,2025-08-23,630,N20,VIIRS,n,2,292.34,4.01,D,0.0
0.22271,109.97714,341.24,0.5,0.49,2025-08-23,630,N20,VIIRS,n,2,294.48,28.67,D,0.0
0.2896,110.54688,344.13,0.55,0.51,2025-08-23,630,N20,VIIRS,n,2,292.57,11.5,D,0.0
0.28945,110.38728,338.01,0.54,0.51,2025-08-23,630,N20,VIIRS,n,2,292.34,8.35,D,0.0
0.29263,110.37697,339.5,0.54,0.51,2025-08-23,630,N20,VIIRS,n,2,292.96,6.47,D,0.0
0.282,110.27583,329.83,0.53,0.5,2025-08-23,630,N20,VIIRS,n,2,293.03,5.34,D,0.0
0.24306,110.01991,347.25,0.51,0.49,2025-08-23,630,N20,VIIRS,n,2,293.7,13.03,D,0.0
0.27287,110.18507,334.29,0.52,0.5,2025-08-23,630,N20,VIIRS,n,2,294.18,4.36,D,0.0
0.26016,110.10171,337.35,0.51,0.5,2025-08-23,630,N20,VIIRS,n,2,291.71,11.62,D,0.0
0.25948,110.09724,336.99,0.51,0.5,2025-08-23,630,N20,VIIRS,n,2,293.36,11.62,D,0.0
0.31767,110.44754,338.37,0.54,0.51,2025-08-23,630,N20,VIIRS,n,2,291.74,5.76,D,0.0
0.2775,110.18473,336.63,0.52,0.5,2025-08-23,630,N20,VIIRS,n,2,292.7,4.36,D,0.0
0.31194,110.37901,333.25,0.54,0.51,2025-08-23,630,N20,VIIRS,n,2,291.97,4.04,D,0.0
-0.83322,111.56527,335.1,0.62,0.54,2025-08-23,630,N20,VIIRS,n,2,290.6,6.32,D,0.0
0.2829,110.34407,339.93,0.53,0.5,2025-08-23,630,N20,VIIRS,n,2,291.82,30.53,D,0.0
0.1888,110.15813,346.2,0.52,0.5,2025-08-23,630,N20,VIIRS,n,2,292.52,17.13,D,0.0
0.20686,110.02532,334.04,0.51,0.49,2025-08-23,630,N20,VIIRS,n,2,293.36,30.66,D,0.0
0.24442,110.27664,341.5,0.53,0.5,2025-08-23,630,N20,VIIRS,n,2,293.13,10.3,D,0.0
0.19839,110.18989,336.45,0.52,0.5,2025-08-23,630,N20,VIIRS,n,2,292.37,5.91,D,0.0
0.1948,110.16669,334.33,0.52,0.5,2025-08-23,630,N20,VIIRS,n,2,292.11,16.82,D,0.0
0.18615,110.11091,345.92,0.51,0.5,2025-08-23,630,N20,VIIRS,n,2,292.63,9.22,D,0.0
0.2482,110.48024,339.43,0.54,0.51,2025-08-23,630,N20,VIIRS,n,2,292.16,12.42,D,0.0
0.24607,110.43587,343.01,0.54,0.51,2025-08-23,630,N20,VIIRS,n,2,293.12,10.17,D,0.0
0.27999,110.5917,334.45,0.55,0.51,2025-08-23,630,N20,VIIRS,n,2,291.22,3.35,D,0.0
0.25615,110.43937,342.7,0.54,0.51,2025-08-23,630,N20,VIIRS,n,2,292.65,8.57,D,0.0
0.25312,110.42001,330.09,0.54,0.51,2025-08-23,630,N20,VIIRS,n,2,288.31,1.78,D,0.0
0.23397,110.23754,340.66,0.52,0.5,2025-08-23,630,N20,VIIRS,n,2,290.39,13.59,D,0.0
0.20892,110.07809,330.09,0.51,0.49,2025-08-23,630,N20,VIIRS,n,2,291.35,3.88,D,0.0
0.2075,110.02962,336.56,0.51,0.49,2025-08-23,630,N20,VIIRS,n,2,290.56,15.45,D,0.0
0.28783,110.54964,340.35,0.55,0.51,2025-08-23,630,N20,VIIRS,n,2,292.62,9.59,D,0.0
0.20573,110.02825,342.92,0.51,0.49,2025-08-23,630,N20,VIIRS,n,2,289.58,14.37,D,0.0
0.28712,110.51469,343.25,0.55,0.51,2025-08-23,630,N20,VIIRS,n,2,291.4,7.8,D,0.0
0.21027,110.02764,342.07,0.51,0.49,2025-08-23,630,N20,VIIRS,n,2,291.86,14.37,D,0.0
0.31144,110.60756,333.25,0.56,0.51,2025-08-23,630,N20,VIIRS,n,2,289.79,3.66,D,0.0
0.30746,110.58243,344.62,0.55,0.51,2025-08-23,630,N20,VIIRS,n,2,291.06,13.95,D,0.0
0.28413,110.43531,341.27,0.54,0.51,2025-08-23,630,N20,VIIRS,n,2,291.1,13.5,D,0.0
0.24714,110.20197,336.32,0.52,0.5,2025-08-23,630,N20,VIIRS,n,2,292.71,6.34,D,0.0
0.23347,110.2348,348.82,0.52,0.5,2025-08-23,630,N20,VIIRS,n,2,292.81,23.14,D,0.0
0.2103,110.07935,331.02,0.51,0.49,2025-08-23,630,N20,VIIRS,n,2,289.06,2.23,D,0.0
0.26157,110.39145,330.46,0.54,0.51,2025-08-23,630,N20,VIIRS,n,2,292.36,6.24,D,0.0
0.2445,110.27452,340.14,0.53,0.5,2025-08-23,630,N20,VIIRS,n,2,293.6,5.4,D,0.0
-0.10528,110.13285,341.09,0.51,0.49,2025-08-23,630,N20,VIIRS,n,2,290.47,14.39,D,0.0
0.23323,110.23282,335.55,0.52,0.5,2025-08-23,630,N20,VIIRS,n,2,292.35,13.59,D,0.0
0.02277,110.91981,331.35,0.58,0.52,2025-08-23,630,N20,VIIRS,n,2,291.87,2.17,D,0.0
-0.6876,111.74627,347.42,0.32,0.55,2025-08-23,630,N20,VIIRS,n,2,293.06,4.91,D,0.0
-0.60993,112.1465,347.7,0.34,0.56,2025-08-23,630,N20,VIIRS,n,2,290.24,6.74,D,0.0
-0.61038,112.1436,329.31,0.34,0.56,2025-08-23,630,N20,VIIRS,n,2,290.89,3.33,D,0.0
-0.60521,112.14287,329.24,0.34,0.56,2025-08-23,630,N20,VIIRS,n,2,291.39,3.33,D,0.0
-0.69912,111.41108,341.72,0.61,0.53,2025-08-23,630,N20,VIIRS,n,2,293.03,21.77,D,0.0
-0.68863,111.38205,340.35,0.61,0.53,2025-08-23,630,N20,VIIRS,n,2,290.67,19.63,D,0.0
-0.67621,111.39706,334.19,0.61,0.53,2025-08-23,630,N20,VIIRS,n,2,293.43,23.94,D,0.0
-0.52227,112.19728,343.69,0.35,0.57,2025-08-23,630,N20,VIIRS,n,2,291.35,4.82,D,0.0
-0.52124,112.19597,337.05,0.35,0.57,2025-08-23,630,N20,VIIRS,n,2,290.35,4.68,D,0.0
-0.76642,110.32256,343.9,0.51,0.5,2025-08-23,630,N20,VIIRS,n,2,293.3,66.44,D,0.0
-0.68716,111.74912,327.99,0.32,0.55,2025-08-23,630,N20,VIIRS,n,2,291.58,3.91,D,0.0
-0.76713,110.31801,331.49,0.51,0.5,2025-08-23,630,N20,VIIRS,n,2,290.92,28.26,D,0.0
-0.42836,112.34556,332.53,0.36,0.57,2025-08-23,630,N20,VIIRS,n,2,289.87,2.69,D,0.0
-0.52605,111.50359,329.34,0.62,0.54,2025-08-23,630,N20,VIIRS,n,2,290.45,6.51,D,0.0
-0.52476,111.50497,331.36,0.62,0.54,2025-08-23,630,N20,VIIRS,n,2,290.85,8.68,D,0.0
-0.39883,112.25951,337.2,0.35,0.57,2025-08-23,630,N20,VIIRS,n,2,287.91,5.59,D,0.0
-0.39932,112.25631,350.65,0.35,0.57,2025-08-23,630,N20,VIIRS,n,2,285.61,6.0,D,0.0
-0.65116,110.40005,341.96,0.52,0.5,2025-08-23,630,N20,VIIRS,n,2,292.01,6.14,D,0.0
-0.37122,111.70432,337.94,0.32,0.55,2025-08-23,630,N20,VIIRS,n,2,291.66,3.26,D,0.0
-0.60208,110.16908,340.78,0.5,0.49,2025-08-23,630,N20,VIIRS,n,2,290.81,7.25,D,0.0
-0.59756,110.16843,340.74,0.5,0.49,2025-08-23,630,N20,VIIRS,n,2,291.49,7.25,D,0.0
-0.58325,110.23131,333.88,0.51,0.49,2025-08-23,630,N20,VIIRS,n,2,293.26,4.14,D,0.0
-0.7616,110.29388,349.95,0.51,0.49,2025-08-23,630,N20,VIIRS,n,2,292.94,14.31,D,0.0
-0.36494,111.61183,335.73,0.32,0.54,2025-08-23,630,N20,VIIRS,n,2,290.47,2.31,D,0.0
-0.6998,111.70043,335.19,0.32,0.55,2025-08-23,630,N20,VIIRS,n,2,291.81,3.68,D,0.0
-0.70581,111.72813,328.46,0.32,0.55,2025-08-23,630,N20,VIIRS,n,2,291.88,1.45,D,0.0
-0.82655,111.57565,329.02,0.62,0.54,2025-08-23,630,N20,VIIRS,n,2,291.14,7.75,D,0.0
-0.10198,110.13136,344.73,0.51,0.49,2025-08-23,630,N20,VIIRS,n,2,290.86,13.32,D,0.0
-0.83084,111.54783,339.63,0.62,0.54,2025-08-23,630,N20,VIIRS,n,2,289.91,10.92,D,0.0
-0.8334,111.53128,341.4,0.62,0.54,2025-08-23,630,N20,VIIRS,n,2,289.45,8.96,D,0.0
-0.83426,111.52569,329.91,0.62,0.54,2025-08-23,630,N20,VIIRS,n,2,290.01,8.96,D,0.0
-0.82094,111.54639,327.92,0.62,0.54,2025-08-23,630,N20,VIIRS,n,2,290.28,3.63,D,0.0
-1.6761,105.98456,330.58,0.42,0.38,2025-08-23,630,N20,VIIRS,n,2,297.52,3.15,D,0.0
-0.81513,111.55119,328.03,0.62,0.54,2025-08-23,630,N20,VIIRS,n,2,289.3,3.63,D,0.0
-0.71739,112.0453,367.0,0.34,0.56,2025-08-23,630,N20,VIIRS,h,2,292.09,6.78,D,0.0
-0.78597,111.57555,343.97,0.62,0.54,2025-08-23,630,N20,VIIRS,n,2,289.98,37.31,D,0.0
-0.70712,111.71953,352.19,0.32,0.55,2025-08-23,630,N20,VIIRS,n,2,291.89,4.8,D,0.0
-0.78685,111.56993,341.46,0.62,0.54,2025-08-23,630,N20,VIIRS,n,2,290.46,14.82,D,0.0
-0.77817,111.52854,335.33,0.62,0.54,2025-08-23,630,N20,VIIRS,n,2,288.02,7.19,D,0.0
-0.74135,111.63235,333.12,0.63,0.54,2025-08-23,630,N20,VIIRS,n,2,292.15,6.67,D,0.0
-0.73727,111.62595,333.42,0.63,0.54,2025-08-23,630,N20,VIIRS,n,2,290.42,7.61,D,0.0
-0.71612,111.69409,367.0,0.32,0.54,2025-08-23,630,N20,VIIRS,h,2,293.26,10.55,D,0.0
-0.71056,111.72861,336.31,0.32,0.55,2025-08-23,630,N20,VIIRS,n,2,291.94,2.12,D,0.0
-0.70694,111.71925,367.0,0.32,0.55,2025-08-23,630,N20,VIIRS,h,2,292.26,5.4,D,0.0
-0.70555,111.72782,329.73,0.32,0.55,2025-08-23,630,N20,VIIRS,n,2,292.04,2.12,D,0.0
-0.74129,111.62961,348.41,0.63,0.54,2025-08-23,630,N20,VIIRS,n,2,292.28,11.26,D,0.0
-0.74989,111.57297,355.07,0.63,0.54,2025-08-23,630,N20,VIIRS,n,2,280.53,17.94,D,0.0
-0.71082,111.72893,329.14,0.32,0.55,2025-08-23,630,N20,VIIRS,n,2,291.63,1.98,D,0.0
-0.75498,111.67516,341.54,0.64,0.54,2025-08-23,630,N20,VIIRS,n,2,289.06,26.62,D,0.0
-0.35993,111.61109,330.18,0.32,0.54,2025-08-23,630,N20,VIIRS,n,2,291.79,1.89,D,0.0
-0.71611,111.69431,367.0,0.32,0.55,2025-08-23,630,N20,VIIRS,h,2,292.82,10.74,D,0.0
-0.5363,110.20539,350.44,0.51,0.49,2025-08-23,630,N20,VIIRS,n,2,293.16,7.42,D,0.0
-0.39399,109.13078,333.61,0.43,0.46,2025-08-23,630,N20,VIIRS,n,2,288.77,5.41,D,0.0
-0.21887,110.22334,343.6,0.51,0.5,2025-08-23,630,N20,VIIRS,n,2,294.33,24.61,D,0.0
-0.22177,110.20483,333.64,0.51,0.5,2025-08-23,630,N20,VIIRS,n,2,292.52,4.97,D,0.0
-0.21431,110.22269,335.59,0.51,0.5,2025-08-23,630,N20,VIIRS,n,2,292.49,8.13,D,0.0
-0.223,110.1673,329.63,0.51,0.49,2025-08-23,630,N20,VIIRS,n,2,293.32,3.33,D,0.0
-0.20959,110.19345,333.72,0.51,0.5,2025-08-23,630,N20,VIIRS,n,2,294.75,14.14,D,0.0
-0.19608,110.22002,331.05,0.51,0.5,2025-08-23,630,N20,VIIRS,n,2,292.14,2.85,D,0.0
-0.19368,110.17647,346.67,0.51,0.49,2025-08-23,630,N20,VIIRS,n,2,293.1,7.22,D,0.0
-0.1956,110.13519,340.37,0.51,0.49,2025-08-23,630,N20,VIIRS,n,2,295.01,32.54,D,0.0
-0.18475,110.29012,333.82,0.52,0.5,2025-08-23,630,N20,VIIRS,n,2,292.51,4.95,D,0.0
-0.1941,110.13548,339.93,0.51,0.49,2025-08-23,630,N20,VIIRS,n,2,293.92,17.13,D,0.0
-0.19479,110.13091,336.38,0.51,0.49,2025-08-23,630,N20,VIIRS,n,2,295.1,17.13,D,0.0
-0.15195,110.29015,340.32,0.52,0.5,2025-08-23,630,N20,VIIRS,n,2,293.99,12.55,D,0.0
-0.05081,110.88821,338.71,0.58,0.52,2025-08-23,630,N20,VIIRS,n,2,291.88,9.54,D,0.0
0.11269,111.85072,338.21,0.34,0.56,2025-08-23,630,N20,VIIRS,n,2,286.78,2.94,D,0.0
-0.14736,110.13794,334.87,0.51,0.49,2025-08-23,630,N20,VIIRS,n,2,291.88,9.01,D,0.0
-0.1481,110.13315,337.38,0.51,0.49,2025-08-23,630,N20,VIIRS,n,2,293.68,9.01,D,0.0
0.12666,111.83936,336.8,0.34,0.56,2025-08-23,630,N20,VIIRS,n,2,286.26,7.39,D,0.0
-0.03643,110.79183,340.15,0.57,0.52,2025-08-23,630,N20,VIIRS,n,2,292.46,8.98,D,0.0
0.13226,111.84166,335.78,0.34,0.56,2025-08-23,630,N20,VIIRS,n,2,286.19,11.08,D,0.0
-0.54407,110.42431,338.98,0.53,0.5,2025-08-23,630,N20,VIIRS,n,2,292.41,8.78,D,0.0
0.13179,111.83863,354.73,0.34,0.56,2025-08-23,630,N20,VIIRS,n,2,288.3,7.39,D,0.0
-0.03715,110.66321,350.73,0.55,0.51,2025-08-23,630,N20,VIIRS,n,2,293.33,30.58,D,0.0
-0.12222,110.90243,342.34,0.57,0.52,2025-08-23,630,N20,VIIRS,n,2,293.66,28.79,D,0.0
-0.28155,109.96917,343.73,0.49,0.49,2025-08-23,630,N20,VIIRS,n,2,291.46,10.66,D,0.0
-0.19703,110.17754,340.42,0.51,0.49,2025-08-23,630,N20,VIIRS,n,2,292.15,6.61,D,0.0
-0.35912,109.64121,341.32,0.47,0.48,2025-08-23,630,N20,VIIRS,n,2,292.97,6.35,D,0.0
-0.4875,110.45923,343.13,0.53,0.5,2025-08-23,630,N20,VIIRS,n,2,290.62,5.9,D,0.0
-0.26003,110.16805,339.93,0.51,0.49,2025-08-23,630,N20,VIIRS,n,2,293.77,13.51,D,0.0
-0.48731,110.39818,339.39,0.52,0.5,2025-08-23,630,N20,VIIRS,n,2,293.38,4.31,D,0.0
-0.46995,110.41959,339.96,0.53,0.5,2025-08-23,630,N20,VIIRS,n,2,292.31,9.37,D,0.0
-0.23797,111.83866,367.0,0.33,0.55,2025-08-23,630,N20,VIIRS,h,2,291.94,8.37,D,0.0
-0.45299,110.40746,340.8,0.53,0.5,2025-08-23,630,N20,VIIRS,n,2,292.15,6.42,D,0.0
-0.47856,109.97381,345.39,0.49,0.49,2025-08-23,630,N20,VIIRS,n,2,291.65,6.94,D,0.0
-0.24464,110.83947,336.86,0.57,0.52,2025-08-23,630,N20,VIIRS,n,2,292.8,78.86,D,0.0
-0.32447,110.32756,339.43,0.52,0.5,2025-08-23,630,N20,VIIRS,n,2,292.87,15.79,D,0.0
-0.32519,110.32294,341.41,0.52,0.5,2025-08-23,630,N20,VIIRS,n,2,295.31,22.81,D,0.0
-0.53176,110.20476,343.78,0.51,0.49,2025-08-23,630,N20,VIIRS,n,2,294.88,7.12,D,0.0
-0.33408,110.29597,337.15,0.52,0.5,2025-08-23,630,N20,VIIRS,n,2,295.16,20.61,D,0.0
-0.48724,110.39698,341.76,0.52,0.5,2025-08-23,630,N20,VIIRS,n,2,293.22,5.74,D,0.0
-0.24785,110.78782,332.32,0.56,0.52,2025-08-23,630,N20,VIIRS,n,2,290.98,5.92,D,0.0
-0.27748,110.41709,341.15,0.53,0.5,2025-08-23,630,N20,VIIRS,n,2,293.76,12.21,D,0.0
-0.0496,111.78799,367.0,0.33,0.55,2025-08-23,630,N20,VIIRS,h,2,291.55,9.73,D,0.0
-0.33838,109.94531,339.14,0.49,0.49,2025-08-23,630,N20,VIIRS,n,2,293.21,6.14,D,0.0
-0.27803,110.41868,346.23,0.53,0.5,2025-08-23,630,N20,VIIRS,n,2,292.71,8.13,D,0.0
-0.05143,111.78886,342.77,0.33,0.55,2025-08-23,630,N20,VIIRS,n,2,290.97,6.24,D,0.0
-0.05188,111.78588,355.24,0.33,0.55,2025-08-23,630,N20,VIIRS,n,2,292.69,6.24,D,0.0
-0.23193,110.88967,337.79,0.57,0.52,2025-08-23,630,N20,VIIRS,n,2,291.52,12.85,D,0.0
-0.37794,109.60551,338.24,0.47,0.47,2025-08-23,630,N20,VIIRS,n,2,288.47,4.26,D,0.0
-0.26658,110.27717,339.07,0.52,0.5,2025-08-23,630,N20,VIIRS,n,2,291.92,9.61,D,0.0
0.81342,109.40797,332.21,0.4,0.37,2025-08-24,612,N20,VIIRS,n,2,294.69,3.37,D,0.0
0.80803,109.37216,336.04,0.4,0.37,2025-08-24,612,N20,VIIRS,n,2,295.65,3.21,D,0.0
0.96141,110.36868,332.03,0.43,0.38,2025-08-24,612,N20,VIIRS,n,2,295.59,6.16,D,0.0
0.95329,110.31464,334.4,0.43,0.38,2025-08-24,612,N20,VIIRS,n,2,297.74,3.84,D,0.0
0.87972,109.82522,334.2,0.41,0.37,2025-08-24,612,N20,VIIRS,n,2,295.65,11.04,D,0.0
0.83971,109.53655,335.26,0.4,0.37,2025-08-24,612,N20,VIIRS,n,2,296.56,6.32,D,0.0
0.86315,109.71517,332.2,0.41,0.37,2025-08-24,612,N20,VIIRS,n,2,294.81,2.86,D,0.0
0.82708,109.47569,333.33,0.4,0.37,2025-08-24,612,N20,VIIRS,n,2,295.62,7.83,D,0.0
0.81422,109.36758,332.32,0.4,0.37,2025-08-24,612,N20,VIIRS,n,2,295.63,9.15,D,0.0
0.8373,109.56651,332.3,0.4,0.37,2025-08-24,612,N20,VIIRS,n,2,291.38,2.55,D,0.0
0.87208,109.75133,334.68,0.41,0.37,2025-08-24,612,N20,VIIRS,n,2,295.42,5.87,D,0.0
0.86812,109.7482,333.05,0.41,0.37,2025-08-24,612,N20,VIIRS,n,2,295.54,15.54,D,0.0
0.95851,110.32563,334.26,0.43,0.38,2025-08-24,612,N20,VIIRS,n,2,296.05,3.94,D,0.0
0.85183,109.70933,334.37,0.41,0.37,2025-08-24,612,N20,VIIRS,n,2,294.45,7.47,D,0.0
0.86526,109.75236,334.66,0.41,0.37,2025-08-24,612,N20,VIIRS,n,2,301.05,15.54,D,0.0
0.87409,109.81104,334.11,0.41,0.37,2025-08-24,612,N20,VIIRS,n,2,292.89,3.78,D,0.0
0.78801,109.26217,335.18,0.4,0.37,2025-08-24,612,N20,VIIRS,n,2,292.82,3.54,D,0.0
0.80196,109.35476,335.88,0.4,0.37,2025-08-24,612,N20,VIIRS,n,2,291.37,4.93,D,0.0
0.81005,109.40846,332.97,0.4,0.37,2025-08-24,612,N20,VIIRS,n,2,295.41,2.41,D,0.0
0.82793,109.52724,334.26,0.4,0.37,2025-08-24,612,N20,VIIRS,n,2,295.69,2.46,D,0.0
0.8635,109.76382,333.13,0.41,0.37,2025-08-24,612,N20,VIIRS,n,2,294.7,14.75,D,0.0
0.79215,109.31248,333.5,0.4,0.37,2025-08-24,612,N20,VIIRS,n,2,294.71,3.46,D,0.0
0.92962,110.22794,346.79,0.43,0.38,2025-08-24,612,N20,VIIRS,n,2,297.39,10.74,D,0.0
0.79738,109.37008,333.9,0.4,0.37,2025-08-24,612,N20,VIIRS,n,2,296.56,6.14,D,0.0
0.83095,109.59341,333.43,0.41,0.37,2025-08-24,612,N20,VIIRS,n,2,294.37,11.4,D,0.0
0.88489,109.81319,332.65,0.41,0.37,2025-08-24,612,N20,VIIRS,n,2,293.42,9.36,D,0.0
0.80599,109.42728,331.44,0.4,0.37,2025-08-24,612,N20,VIIRS,n,2,293.45,2.36,D,0.0
0.82224,109.53546,336.56,0.4,0.37,2025-08-24,612,N20,VIIRS,n,2,293.51,4.05,D,0.0
0.86471,109.74869,333.99,0.41,0.37,2025-08-24,612,N20,VIIRS,n,2,295.92,15.54,D,0.0
0.87548,109.75079,334.17,0.41,0.37,2025-08-24,612,N20,VIIRS,n,2,295.32,5.87,D,0.0
0.86101,109.56298,333.1,0.4,0.37,2025-08-24,612,N20,VIIRS,n,2,296.51,3.97,D,0.0
0.84146,109.52522,333.21,0.4,0.37,2025-08-24,612,N20,VIIRS,n,2,296.46,2.45,D,0.0
0.86385,109.55886,331.2,0.4,0.37,2025-08-24,612,N20,VIIRS,n,2,293.63,4.58,D,0.0
0.85723,109.76849,337.56,0.41,0.37,2025-08-24,612,N20,VIIRS,n,2,292.81,8.96,D,0.0
0.8644,109.56248,333.64,0.4,0.37,2025-08-24,612,N20,VIIRS,n,2,294.92,6.63,D,0.0
0.88865,109.72263,332.2,0.41,0.37,2025-08-24,612,N20,VIIRS,n,2,295.16,8.04,D,0.0
0.83323,109.37937,331.46,0.4,0.37,2025-08-24,612,N20,VIIRS,n,2,293.92,22.24,D,0.0
0.83755,109.40791,343.2,0.4,0.37,2025-08-24,612,N20,VIIRS,n,2,296.41,5.37,D,0.0
0.84026,109.42587,334.85,0.4,0.37,2025-08-24,612,N20,VIIRS,n,2,295.17,5.99,D,0.0
0.86047,109.55936,330.53,0.4,0.37,2025-08-24,612,N20,VIIRS,n,2,295.85,2.68,D,0.0
0.80615,109.22314,332.68,0.4,0.37,2025-08-24,612,N20,VIIRS,n,2,295.8,8.46,D,0.0
0.82444,109.34404,345.42,0.4,0.37,2025-08-24,612,N20,VIIRS,n,2,291.75,8.49,D,0.0
0.82607,109.3548,334.63,0.4,0.37,2025-08-24,612,N20,VIIRS,n,2,293.99,6.21,D,0.0
0.82932,109.3763,333.32,0.4,0.37,2025-08-24,612,N20,VIIRS,n,2,295.59,22.24,D,0.0
0.8304,109.38345,332.82,0.4,0.37,2025-08-24,612,N20,VIIRS,n,2,296.79,6.72,D,0.0
0.85544,109.549,341.0,0.4,0.37,2025-08-24,612,N20,VIIRS,n,2,296.8,13.4,D,0.0
0.97013,110.30817,333.34,0.43,0.38,2025-08-24,612,N20,VIIRS,n,2,296.49,3.03,D,0.0
0.81677,109.31607,336.76,0.4,0.37,2025-08-24,612,N20,VIIRS,n,2,299.98,28.84,D,0.0
0.8173,109.31957,331.7,0.4,0.37,2025-08-24,612,N20,VIIRS,n,2,294.05,7.75,D,0.0
0.82108,109.34458,330.66,0.4,0.37,2025-08-24,612,N20,VIIRS,n,2,291.1,5.17,D,0.0
0.82324,109.3589,337.22,0.4,0.37,2025-08-24,612,N20,VIIRS,n,2,295.25,7.02,D,0.0
0.85533,109.57123,334.26,0.41,0.37,2025-08-24,612,N20,VIIRS,n,2,295.13,3.43,D,0.0
0.93843,110.12164,334.92,0.42,0.38,2025-08-24,612,N20,VIIRS,n,2,296.14,5.27,D,0.0
0.81988,109.35942,339.09,0.4,0.37,2025-08-24,612,N20,VIIRS,n,2,294.75,7.02,D,0.0
0.82042,109.363,339.9,0.4,0.37,2025-08-24,612,N20,VIIRS,n,2,297.08,8.14,D,0.0
0.82096,109.36658,336.61,0.4,0.37,2025-08-24,612,N20,VIIRS,n,2,295.96,8.14,D,0.0
0.84593,109.53193,332.34,0.4,0.37,2025-08-24,612,N20,VIIRS,n,2,297.12,2.93,D,0.0
0.89274,109.84204,330.77,0.41,0.37,2025-08-24,612,N20,VIIRS,n,2,294.66,11.32,D,0.0
0.89329,109.84571,335.38,0.41,0.37,2025-08-24,612,N20,VIIRS,n,2,291.78,11.32,D,0.0
0.81379,109.3419,331.53,0.4,0.37,2025-08-24,612,N20,VIIRS,n,2,293.48,6.29,D,0.0
0.8322,109.46385,343.67,0.4,0.37,2025-08-24,612,N20,VIIRS,n,2,296.74,14.63,D,0.0
0.84582,109.55414,331.59,0.4,0.37,2025-08-24,612,N20,VIIRS,n,2,292.48,1.1,D,0.0
0.79455,109.37417,336.52,0.4,0.37,2025-08-24,612,N20,VIIRS,n,2,296.85,11.19,D,0.0
0.98409,111.12012,337.08,0.47,0.39,2025-08-24,611,N20,VIIRS,n,2,296.34,9.73,D,0.0
0.83082,109.61568,338.07,0.41,0.37,2025-08-24,612,N20,VIIRS,n,2,295.22,4.15,D,0.0
0.88714,110.31271,338.68,0.43,0.38,2025-08-24,611,N20,VIIRS,n,2,290.37,5.14,D,0.0
0.78502,109.66402,342.98,0.41,0.37,2025-08-24,611,N20,VIIRS,n,2,293.63,11.12,D,0.0
0.80669,109.80669,343.18,0.41,0.37,2025-08-24,611,N20,VIIRS,n,2,295.26,20.95,D,0.0
0.78162,109.66454,343.65,0.41,0.37,2025-08-24,611,N20,VIIRS,n,2,291.92,8.5,D,0.0
0.80606,109.82554,339.07,0.41,0.37,2025-08-24,611,N20,VIIRS,n,2,290.5,8.93,D,0.0
0.77988,109.67593,341.7,0.41,0.37,2025-08-24,611,N20,VIIRS,n,2,294.47,19.58,D,0.0
0.77593,109.67283,332.28,0.41,0.37,2025-08-24,611,N20,VIIRS,n,2,290.64,49.57,D,0.0
0.77648,109.67644,339.65,0.41,0.37,2025-08-24,611,N20,VIIRS,n,2,306.22,49.57,D,0.0
0.77419,109.68424,334.49,0.41,0.37,2025-08-24,611,N20,VIIRS,n,2,293.85,4.77,D,0.0
0.77696,109.7025,330.27,0.41,0.37,2025-08-24,611,N20,VIIRS,n,2,291.5,2.81,D,0.0
0.99703,111.15669,336.96,0.47,0.4,2025-08-24,611,N20,VIIRS,n,2,297.23,15.54,D,0.0
